,gene_id,Gene names,type
4861,ENSMUSG00000032643,Fhl3,nucleus
4862,ENSMUSG00000032648,Pygm,cytoplasm
4863,ENSMUSG00000032656,Marchf3 March3,integral membrane
4864,ENSMUSG00000032657,Fam189b,integral membrane
4865,ENSMUSG00000032661,Oas3 oasl10,cytoplasm
4866,ENSMUSG00000032667,Pon2,nucleus
4867,ENSMUSG00000032688,Malt1,nucleus
4868,ENSMUSG00000032690,Oas2 oasl11,cytoplasm
4869,ENSMUSG00000032691,Nlrp3 Cias1 Mmig1 Nalp3 Pypaf1,nucleus
4870,ENSMUSG00000032698,Lmo2 Rbtn-2 Rbtn2 Rhom-2,nucleus
4871,ENSMUSG00000032705,Exd2 Exdl2,integral membrane
4872,ENSMUSG00000032712,Resf1 Kiaa1551,nucleus
4873,ENSMUSG00000032715,Trib3 Nipk Trb3,nucleus
4874,ENSMUSG00000032717,Mdfi,nucleus
4875,ENSMUSG00000032718,Mansc1,integral membrane
4876,ENSMUSG00000032727,Mier3,nucleus
4877,ENSMUSG00000032735,Ablim3 Kiaa0843,cytoplasm
4878,ENSMUSG00000032737,Inppl1 Ship2,nucleus
4879,ENSMUSG00000032740,Ccdc88a Grdn Kiaa1212,cytoplasm
4880,ENSMUSG00000032741,Tpcn1 Kiaa1169 Tpc1,integral membrane
4881,ENSMUSG00000032743,Katnip Kiaa0556,cytoplasm
4882,ENSMUSG00000032744,Heyl Hesr3 Hrt3,nucleus
4883,ENSMUSG00000032745,Gpbp1 Gpbp,nucleus
4884,ENSMUSG00000032757,Bet1,integral membrane
4885,ENSMUSG00000032763,Ilvbl Hacl2,integral membrane
4886,ENSMUSG00000032769,Trpa1 Anktm1,integral membrane
4887,ENSMUSG00000032776,Mctp2 Gm489,integral membrane
4888,ENSMUSG00000032783,Troap,cytoplasm
4889,ENSMUSG00000032803,Cdv3,cytoplasm
4890,ENSMUSG00000032806,Slc10a3 P3,integral membrane
4891,ENSMUSG00000032808,Cyp2c38,cytoplasm
4892,ENSMUSG00000032815,Fanca,nucleus
4893,ENSMUSG00000032826,Ank2 AnkB,cytoplasm
4894,ENSMUSG00000032840,Spring1 Spring,integral membrane
4895,ENSMUSG00000032842,Abcc10 Mrp7,integral membrane
4896,ENSMUSG00000032849,Abcc4 Mrp4,integral membrane
4897,ENSMUSG00000032850,Rnft2 Tmem118,integral membrane
4898,ENSMUSG00000032854,Ugt8 Cgt Ugt4 Ugt8a,integral membrane
4899,ENSMUSG00000032855,Pkd1,nucleus
4900,ENSMUSG00000032864,Rag2 Rag-2,nucleus
4901,ENSMUSG00000032870,Smap2 Smap1l,cytoplasm
4902,ENSMUSG00000032872,Cyb5r4 Ncb5or,cytoplasm
4903,ENSMUSG00000032883,Acsl3 Acs3 Facl3,integral membrane
4904,ENSMUSG00000032892,Rangrf Mog1 Rangnrf,nucleus
4905,ENSMUSG00000032897,Nfyc,nucleus
4906,ENSMUSG00000032899,Styk1 Nok,integral membrane
4907,ENSMUSG00000032902,Slc16a1 Mct1,integral membrane
4908,ENSMUSG00000032908,Sgpp2,integral membrane
4909,ENSMUSG00000032911,Cspg4 An2 Kiaa4232 Ng2,integral membrane
4910,ENSMUSG00000032913,Lrig2 Kiaa0806,integral membrane
4911,ENSMUSG00000032921,Odf4 Oppo1,integral membrane
4912,ENSMUSG00000032932,Hspa13 Stch,cytoplasm
4913,ENSMUSG00000032937,Fshr,integral membrane
4914,ENSMUSG00000032940,Rbm11,nucleus
4915,ENSMUSG00000032942,Ucp3 Slc25a9,integral membrane
4916,ENSMUSG00000032959,Pebp1 Pbp Pebp,cytoplasm
4917,ENSMUSG00000032966,Fkbp1a Fkbp1,cytoplasm
4918,ENSMUSG00000032968,Inha,cytoplasm
4919,ENSMUSG00000032988,Slc16a8 Mct3,integral membrane
4920,ENSMUSG00000032997,Chpf Css2 D1Bwg1363e,integral membrane
4921,ENSMUSG00000032998,Foxj3 Kiaa1041,nucleus
4922,ENSMUSG00000033004,Mycbp2 Pam Phr1,nucleus
4923,ENSMUSG00000033006,Sox10 Sox-10 Sox21,nucleus
4924,ENSMUSG00000033009,Ogfod1 Kiaa1612,cytoplasm
4925,ENSMUSG00000033020,Polr2f,nucleus
4926,ENSMUSG00000033021,Gmppa,cytoplasm
4927,ENSMUSG00000033031,Cip2a Kiaa1524,integral membrane
4928,ENSMUSG00000033036,Ppih,cytoplasm
4929,ENSMUSG00000033053,,integral membrane
4930,ENSMUSG00000033054,Npat,nucleus
4931,ENSMUSG00000033055,Ankrd54 Liar,nucleus
4932,ENSMUSG00000033059,Pygb,cytoplasm
4933,ENSMUSG00000033065,Pfkm Pfk-m Pfka,nucleus
4934,ENSMUSG00000033075,Senp1 Supr2,nucleus
4935,ENSMUSG00000033080,Vsx1 Rinx,nucleus
4936,ENSMUSG00000033082,Clec1a,integral membrane
4937,ENSMUSG00000033088,Triobp Kiaa1662 Tara,nucleus
4938,ENSMUSG00000033096,Apmap,integral membrane
4939,ENSMUSG00000033099,Nol12 Nop25,nucleus
4940,ENSMUSG00000033102,Cdc14b,nucleus
4941,ENSMUSG00000033106,Slc7a6os,nucleus
4942,ENSMUSG00000033124,Atg9a Apg9l1,integral membrane
4943,ENSMUSG00000033126,Ybey,nucleus
4944,ENSMUSG00000033147,Slc22a15,integral membrane
4945,ENSMUSG00000033159,Cnppd1,integral membrane
4946,ENSMUSG00000033161,Atp1a1,integral membrane
4947,ENSMUSG00000033170,Card10 Bimp1,cytoplasm
4948,ENSMUSG00000033177,Tmprss7,integral membrane
4949,ENSMUSG00000033186,Mzt1 Mozart1,cytoplasm
4950,ENSMUSG00000033191,Tie1 Tie Tie-1,integral membrane
4951,ENSMUSG00000033192,Lpcat2 Aytl1 Aytl1a Lpcat2a,integral membrane
4952,ENSMUSG00000033208,S100b,nucleus
4953,ENSMUSG00000033209,Ttc28 Kiaa1043 Tprbk,cytoplasm
4954,ENSMUSG00000033210,Slc9c1 Gm610 Slc9a10,integral membrane
4955,ENSMUSG00000033213,Nmes1,nucleus
4956,ENSMUSG00000033214,Slitrk5,integral membrane
4957,ENSMUSG00000033216,Eefsec Selb,nucleus
4958,ENSMUSG00000033220,Rac2,cytoplasm
4959,ENSMUSG00000033249,Hsf4,nucleus
4960,ENSMUSG00000033257,Ttll4 Kiaa0173,cytoplasm
4961,ENSMUSG00000033276,Stk36 Kiaa1278,nucleus
4962,ENSMUSG00000033278,Ptprm Kiaa4044,integral membrane
4963,ENSMUSG00000033282,Rpgrip1l Ftm Nphp8,cytoplasm
4964,ENSMUSG00000033294,Noc4l,integral membrane
4965,ENSMUSG00000033306,Lpp,nucleus
4966,ENSMUSG00000033307,Mif,nucleus
4967,ENSMUSG00000033308,Dpyd,cytoplasm
4968,ENSMUSG00000033313,Fbxl8 Fbl8,nucleus
4969,ENSMUSG00000033318,Gstt2,nucleus
4970,ENSMUSG00000033323,Ctdp1 Fcp1,nucleus
4971,ENSMUSG00000033326,Kdm4a Jhdm3a Jmjd2 Jmjd2a Kiaa0677,nucleus
4972,ENSMUSG00000033335,Dnm2 Dyn2,nucleus
4973,ENSMUSG00000033350,Chst2 Gst2,integral membrane
4974,ENSMUSG00000033352,Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1,nucleus
4975,ENSMUSG00000033355,Rtp4 Ifrg28,integral membrane
4976,ENSMUSG00000033356,Pus7l,nucleus
4977,ENSMUSG00000033361,Prrg3 Gm368 Tmg3,integral membrane
4978,ENSMUSG00000033364,Usp37 Kiaa1594,nucleus
4979,ENSMUSG00000033365,Ipo13 Kiaa0724,nucleus
4980,ENSMUSG00000033368,Trim69 Rnf36 Trif,nucleus
4981,ENSMUSG00000033379,Atp6v0b Atp6f,integral membrane
4982,ENSMUSG00000033383,Rtp1 Gm604,integral membrane
4983,ENSMUSG00000033396,Spg11 Kiaa1840,cytoplasm
4984,ENSMUSG00000033411,Ctdspl2 D2Ertd485e,nucleus
4985,ENSMUSG00000033420,Antxr1 Atr Tem8,integral membrane
4986,ENSMUSG00000033430,Terf2ip Rap1 MNCb-0448 MNCb-0628,nucleus
4987,ENSMUSG00000033436,Armcx2 Kiaa0512,integral membrane
4988,ENSMUSG00000033444,Specc1l Cytsa Kiaa0376,cytoplasm
4989,ENSMUSG00000033454,Zbtb1,nucleus
4990,ENSMUSG00000033458,Fan1 Kiaa1018 Mtmr15,nucleus
4991,ENSMUSG00000033460,Armcx1,integral membrane
4992,ENSMUSG00000033487,Fndc3a D14Ertd453e Fndc3 Kiaa0970,integral membrane
4993,ENSMUSG00000033502,Cdc14a,cytoplasm
4994,ENSMUSG00000033508,Asprv1 Sasp Taps,integral membrane
4995,ENSMUSG00000033510,Otud7a Cezanne2 Otud7,nucleus
4996,ENSMUSG00000033520,Idi2 Gm9745,cytoplasm
4997,ENSMUSG00000033538,Casp4 Casp11 Caspl Ich3,cytoplasm
4998,ENSMUSG00000033542,Arhgef5,nucleus
4999,ENSMUSG00000033557,Fam20b,integral membrane
5000,ENSMUSG00000033565,Rbfox2 Fox2 Fxh Hrnbp2 Rbm9,nucleus
5001,ENSMUSG00000033578,Tmem35a Tmem35,integral membrane
5002,ENSMUSG00000033579,Fa2h Faah,integral membrane
5003,ENSMUSG00000033581,Igf2bp2 Imp2 Vickz2,nucleus
5004,ENSMUSG00000033585,Ndn,nucleus
5005,ENSMUSG00000033589,Reep4,integral membrane
5006,ENSMUSG00000033594,Spata2l Kiaa4138,cytoplasm
5007,ENSMUSG00000033596,Rfwd3 Rnf201,nucleus
5008,ENSMUSG00000033597,Caskin1 Kiaa1306,cytoplasm
5009,ENSMUSG00000033610,Pank1 Pank,nucleus
5010,ENSMUSG00000033618,Map3k13,cytoplasm
5011,ENSMUSG00000033623,PcgF3 Rnf3 Rnf3a,nucleus
5012,ENSMUSG00000033624,Pdpr Kiaa1990,cytoplasm
5013,ENSMUSG00000033628,Pik3c3 Vps34,cytoplasm
5014,ENSMUSG00000033634,Nat8f2 Cml2,integral membrane
5015,ENSMUSG00000033644,Piwil2 Mili,nucleus
5016,ENSMUSG00000033671,Cep350 Kiaa0480,nucleus
5017,ENSMUSG00000033685,Ucp2 Slc25a8,integral membrane
5018,ENSMUSG00000033697,Arhgap39 D15Wsu169e Kiaa1688,nucleus
5019,ENSMUSG00000033701,Acbd6,cytoplasm
5020,ENSMUSG00000033705,Stard9 Kiaa1300 Kif16a,nucleus
5021,ENSMUSG00000033707,Lrrc24,integral membrane
5022,ENSMUSG00000033712,Ccar2,nucleus
5023,ENSMUSG00000033713,Foxn3 Ches1,nucleus
5024,ENSMUSG00000033717,Adra2a,cytoplasm
5025,ENSMUSG00000033721,Vav3,cytoplasm
5026,ENSMUSG00000033726,Emx1 Emx-1,nucleus
5027,ENSMUSG00000033728,Lrrc14 Kiaa0014,cytoplasm
5028,ENSMUSG00000033732,Sf3b3 Kiaa0017,nucleus
5029,ENSMUSG00000033737,Fndc3c1 Fndc3c Gm784,integral membrane
5030,ENSMUSG00000033740,St18 Kiaa0535,nucleus
5031,ENSMUSG00000033752,Mnd1,nucleus
5032,ENSMUSG00000033767,Tmem131l Kiaa0922,integral membrane
5033,ENSMUSG00000033768,Nrxn2,integral membrane
5034,ENSMUSG00000033773,Rpap2,nucleus
5035,ENSMUSG00000033777,Tlr13,cytoplasm
5036,ENSMUSG00000033788,Dysf Fer1l1,integral membrane
5037,ENSMUSG00000033792,Atp7a Mnk,integral membrane
5038,ENSMUSG00000033794,Lpcat2b Aytl1b,integral membrane
5039,ENSMUSG00000033805,Ephx4 Abhd7 Ephxrp,integral membrane
5040,ENSMUSG00000033809,Alg3 Not Not56l,integral membrane
5041,ENSMUSG00000033831,Fgb,cytoplasm
5042,ENSMUSG00000033837,Foxh1 Fast1 Fast2,nucleus
5043,ENSMUSG00000033849,B3galt2,integral membrane
5044,ENSMUSG00000033860,Fgg,cytoplasm
5045,ENSMUSG00000033862,Cdk10,nucleus
5046,ENSMUSG00000033871,Ppargc1b Errl1 Pgc1 Pgc1b Ppargc1,nucleus
5047,ENSMUSG00000033882,Rbm46,nucleus
5048,ENSMUSG00000033885,Pxk,nucleus
5049,ENSMUSG00000033900,Map9 Asap Mtap9,cytoplasm
5050,ENSMUSG00000033904,Ccp110 Cep110 Cp110 Kiaa0419,cytoplasm
5051,ENSMUSG00000033909,Usp36 Kiaa1453,nucleus
5052,ENSMUSG00000033917,Gde1 Mir16,integral membrane
5053,ENSMUSG00000033918,Parl Psarl,integral membrane
5054,ENSMUSG00000033933,Vhl Vhlh,nucleus
5055,ENSMUSG00000033949,Trim36,cytoplasm
5056,ENSMUSG00000033952,Aspm Calmbp1 Sha1,nucleus
5057,ENSMUSG00000033955,Tnks1bp1 Kiaa1741 Tab182,nucleus
5058,ENSMUSG00000033964,Zbtb41,nucleus
5059,ENSMUSG00000033965,Slc16a2 Mct8 Xpct,integral membrane
5060,ENSMUSG00000033966,Cdkl4 Gm942,nucleus
5061,ENSMUSG00000033967,Rnf225,integral membrane
5062,ENSMUSG00000033970,Rfc3,nucleus
5063,ENSMUSG00000033983,Coil CLN80,nucleus
5064,ENSMUSG00000033985,Tesk2,nucleus
5065,ENSMUSG00000033998,Kcnk1,integral membrane
5066,ENSMUSG00000034000,Neu4,cytoplasm
5067,ENSMUSG00000034006,Slc66a2 Pqlc1,integral membrane
5068,ENSMUSG00000034021,Pds5b Aprin As3 Kiaa0979,nucleus
5069,ENSMUSG00000034022,Cpsf1 Cpsf160,nucleus
5070,ENSMUSG00000034023,Fancd2,nucleus
5071,ENSMUSG00000034028,Cd226 Pta1,integral membrane
5072,ENSMUSG00000034032,Rpap1 Kiaa1403,nucleus
5073,ENSMUSG00000034040,Galnt17 Wbscr17,integral membrane
5074,ENSMUSG00000034041,Lyl1 Lyl-1,nucleus
5075,ENSMUSG00000034042,Gpbp1l1,nucleus
5076,ENSMUSG00000034057,Myrfl Gm239,integral membrane
5077,ENSMUSG00000034063,,integral membrane
5078,ENSMUSG00000034066,Farp2 Kiaa0793,cytoplasm
5079,ENSMUSG00000034071,Znf551 Zfp551,nucleus
5080,ENSMUSG00000034075,Zdhhc5 Kiaa1748,integral membrane
5081,ENSMUSG00000034088,Hdlbp,nucleus
5082,ENSMUSG00000034101,Ctnnd1 Catns Kiaa0384,nucleus
5083,ENSMUSG00000034105,Meak7 Kiaa1609 Tldc1,cytoplasm
5084,ENSMUSG00000034107,Ano7 Ngep Tmem16g,integral membrane
5085,ENSMUSG00000034108,Ccs Ccsd,nucleus
5086,ENSMUSG00000034109,Golim4 Df10 Golph4,integral membrane
5087,ENSMUSG00000034110,Kctd7,cytoplasm
5088,ENSMUSG00000034112,Atp2c2 Kiaa0703 Spca2,integral membrane
5089,ENSMUSG00000034120,Srsf2 Pr264 Sfrs10 Sfrs2,nucleus
5090,ENSMUSG00000034121,Mks1,cytoplasm
5091,ENSMUSG00000034126,Pomt2,integral membrane
5092,ENSMUSG00000034145,Tmem63c CSC1,integral membrane
5093,ENSMUSG00000034154,Ino80 Inoc1 Kiaa1259,nucleus
5094,ENSMUSG00000034156,Tspoap1 Bzrap1 Kiaa0612 Rbp1,cytoplasm
5095,ENSMUSG00000034157,Cipc Kiaa1737,nucleus
5096,ENSMUSG00000034160,Ogt,nucleus
5097,ENSMUSG00000034161,Scx,nucleus
5098,ENSMUSG00000034165,Ccnd3 Cyl-3,nucleus
5099,ENSMUSG00000034168,Irf2bpl Eap1 Kiaa1865,nucleus
5100,ENSMUSG00000034171,Faah Faah1,integral membrane
5101,ENSMUSG00000034175,Rhbdd3,integral membrane
5102,ENSMUSG00000034185,Tmem275,integral membrane
5103,ENSMUSG00000034192,Lsm3,nucleus
5104,ENSMUSG00000034201,Gas2l1,cytoplasm
5105,ENSMUSG00000034205,Loxl2,nucleus
5106,ENSMUSG00000034206,Polq Chaos1,cytoplasm
5107,ENSMUSG00000034218,Atm,nucleus
5108,ENSMUSG00000034224,Slc38a8 Gm587,integral membrane
5109,ENSMUSG00000034227,Foxj1 Hfh4,nucleus
5110,ENSMUSG00000034245,Hdac11,nucleus
5111,ENSMUSG00000034248,Slc25a37 Mfrn Mscp,integral membrane
5112,ENSMUSG00000034252,Senp6 Kiaa0797 Susp1,nucleus
5113,ENSMUSG00000034255,Arhgap27 Camgap1,cytoplasm
5114,ENSMUSG00000034259,Exosc4 Rrp41,nucleus
5115,ENSMUSG00000034263,Ints14 Vwa9,cytoplasm
5116,ENSMUSG00000034265,Zdhhc14,integral membrane
5117,ENSMUSG00000034266,Batf,nucleus
5118,ENSMUSG00000034269,Setd5 Kiaa1757,nucleus
5119,ENSMUSG00000034271,Jdp2 Jundm2,nucleus
5120,ENSMUSG00000034275,Igsf9b Kiaa1030,integral membrane
5121,ENSMUSG00000034278,Dnajc17,nucleus
5122,ENSMUSG00000034282,Evpl,cytoplasm
5123,ENSMUSG00000034290,Nek9 Nercc,nucleus
5124,ENSMUSG00000034295,Fhod3 Fhos2 Kiaa1695,cytoplasm
5125,ENSMUSG00000034297,Med13 Kiaa0593 Thrap1 Trap240,nucleus
5126,ENSMUSG00000034300,Fam53c,nucleus
5127,ENSMUSG00000034308,Sdr42e1,integral membrane
5128,ENSMUSG00000034317,Trim59 Mrf1,integral membrane
5129,ENSMUSG00000034321,Exosc1 Csl4,cytoplasm
5130,ENSMUSG00000034329,Brip1 Bach1 Fancj,nucleus
5131,ENSMUSG00000034333,Zbed4 Kiaa0637,nucleus
5132,ENSMUSG00000034341,Wbp2,nucleus
5133,ENSMUSG00000034343,Ube2f Ube2fa,nucleus
5134,ENSMUSG00000034349,Smc4 Capc Smc4l1,nucleus
5135,ENSMUSG00000034359,Skint2,integral membrane
5136,ENSMUSG00000034361,Cpne2,nucleus
5137,ENSMUSG00000034362,Csta Csta1,cytoplasm
5138,ENSMUSG00000034377,Tulp4 Tusp,cytoplasm
5139,ENSMUSG00000034384,Barhl2 Barh1 Mbh1,nucleus
5140,ENSMUSG00000034387,Ssuh2 Ssu2,nucleus
5141,ENSMUSG00000034403,Pja1,cytoplasm
5142,ENSMUSG00000034422,Parp14 Kiaa1268,nucleus
5143,ENSMUSG00000034424,Gcsh,cytoplasm
5144,ENSMUSG00000034430,Zxdc,nucleus
5145,ENSMUSG00000034432,Cops8 Csn8,nucleus
5146,ENSMUSG00000034435,Tmem30b Cdc50b,integral membrane
5147,ENSMUSG00000034442,Trmt5 Kiaa1393 Trm5,nucleus
5148,ENSMUSG00000034445,Cyb561a3 Cybasc3 Lcytb,integral membrane
5149,ENSMUSG00000034450,Gulo,integral membrane
5150,ENSMUSG00000034459,Ifit1 Garg16 Ifi56 Isg56,cytoplasm
5151,ENSMUSG00000034460,Six4 Arec3,nucleus
5152,ENSMUSG00000034462,Pkd2 TRPP2,cytoplasm
5153,ENSMUSG00000034463,Scara3,integral membrane
5154,ENSMUSG00000034467,Dynlrb2 Dncl2b Dnlc2b,cytoplasm
5155,ENSMUSG00000034471,Caskin2 Kiaa1139,cytoplasm
5156,ENSMUSG00000034473,Sec22a Sec22l2,integral membrane
5157,ENSMUSG00000034484,Snx2,cytoplasm
5158,ENSMUSG00000034486,Gbx2 Mmoxa Stra7,nucleus
5159,ENSMUSG00000034509,Mad2l1bp Mad2lbp,nucleus
5160,ENSMUSG00000034520,Gjc1 Cxn-45 Gja7,integral membrane
5161,ENSMUSG00000034533,Scn10a Sns,integral membrane
5162,ENSMUSG00000034543,Morc2a Kiaa0852 Zcwcc1,nucleus
5163,ENSMUSG00000034544,Rsrc1 Srrp53,nucleus
5164,ENSMUSG00000034551,Hdx,nucleus
5165,ENSMUSG00000034563,Ccpg1,integral membrane
5166,ENSMUSG00000034570,Inpp5j Pib5pa,cytoplasm
5167,ENSMUSG00000034575,Tent4a Papd7 Pols,nucleus
5168,ENSMUSG00000034586,Hid1,cytoplasm
5169,ENSMUSG00000034591,Slc41a2,integral membrane
5170,ENSMUSG00000034593,Myo5a Dilute,cytoplasm
5171,ENSMUSG00000034595,Ppp1r18,cytoplasm
5172,ENSMUSG00000034601,Talpid3,cytoplasm
5173,ENSMUSG00000034610,Tut4 Kiaa0191 Zcchc11,nucleus
5174,ENSMUSG00000034612,Chst11,integral membrane
5175,ENSMUSG00000034613,Ppm1h Kiaa1157,nucleus
5176,ENSMUSG00000034614,Pik3ip1 Crkd Hgfl,integral membrane
5177,ENSMUSG00000034616,Ssh3 Ssh3l,nucleus
5178,ENSMUSG00000034620,Rxylt1 Tmem5,integral membrane
5179,ENSMUSG00000034621,Gpatch8 Gpatc8 Kiaa0553,nucleus
5180,ENSMUSG00000034639,Setmar,nucleus
5181,ENSMUSG00000034640,Tiparp,nucleus
5182,ENSMUSG00000034641,Cd300ld Clm5 Lmir4,integral membrane
5183,ENSMUSG00000034648,Lrrn1 Kiaa1497,integral membrane
5184,ENSMUSG00000034652,Cd300a Clm8 Lmir1 Mcpir1,integral membrane
5185,ENSMUSG00000034653,Ythdc2,nucleus
5186,ENSMUSG00000034656,Cacna1a Caca1a Cach4 Cacn3 Cacnl1a4 Ccha1a,nucleus
5187,ENSMUSG00000034659,Tmem109,integral membrane
5188,ENSMUSG00000034663,Bmp2k Bike,nucleus
5189,ENSMUSG00000034667,Xpot,cytoplasm
5190,ENSMUSG00000034673,Pbx2,nucleus
5191,ENSMUSG00000034674,Tdg,nucleus
5192,ENSMUSG00000034675,Dbn1 Drba,cytoplasm
5193,ENSMUSG00000034677,Gpr142,integral membrane
5194,ENSMUSG00000034681,Rnps1,nucleus
5195,ENSMUSG00000034683,Ppp1r1c,cytoplasm
5196,ENSMUSG00000034685,Fam171a2,integral membrane
5197,ENSMUSG00000034686,Prr7,integral membrane
5198,ENSMUSG00000034687,Fras1 Kiaa1500,integral membrane
5199,ENSMUSG00000034701,Neurod1 Neurod,nucleus
5200,ENSMUSG00000034706,Dnai2 Dnaic2,cytoplasm
5201,ENSMUSG00000034714,Ttyh2,integral membrane
5202,ENSMUSG00000034723,Tmx4 D2Bwg1356e Kiaa1162 Txndc13,integral membrane
5203,ENSMUSG00000034724,Cnot6l,nucleus
5204,ENSMUSG00000034731,Dgkh,cytoplasm
5205,ENSMUSG00000034738,Nostrin Daip2,nucleus
5206,ENSMUSG00000034739,Mfrp,integral membrane
5207,ENSMUSG00000034748,Sirt6 Sir2l6,nucleus
5208,ENSMUSG00000034751,Mast4,cytoplasm
5209,ENSMUSG00000034757,Tmub2,integral membrane
5210,ENSMUSG00000034758,Tle6 Grg6,nucleus
5211,ENSMUSG00000034761,Map4k5,cytoplasm
5212,ENSMUSG00000034762,Glis1 Gli5,nucleus
5213,ENSMUSG00000034771,Tle2 Grg2,nucleus
5214,ENSMUSG00000034773,Hrob,nucleus
5215,ENSMUSG00000034774,Dsg1c Dsg6,integral membrane
5216,ENSMUSG00000034777,Vax2 Vex,nucleus
5217,ENSMUSG00000034780,B3galt1,integral membrane
5218,ENSMUSG00000034781,Gna11 Gna-11,cytoplasm
5219,ENSMUSG00000034786,Gpsm3,cytoplasm
5220,ENSMUSG00000034793,G6pc3 Ugrp,integral membrane
5221,ENSMUSG00000034796,Cpne7,nucleus
5222,ENSMUSG00000034800,Znf2 Zfp661,nucleus
5223,ENSMUSG00000034820,Cpsf7,nucleus
5224,ENSMUSG00000034832,Tet3,nucleus
5225,ENSMUSG00000034833,Tespa1,cytoplasm
5226,ENSMUSG00000034837,Gnat1 Gnat-1,cytoplasm
5227,ENSMUSG00000034839,Larp6,nucleus
5228,ENSMUSG00000034848,Ttc21b Ift139 Kiaa1992 Thm1,cytoplasm
5229,ENSMUSG00000034850,Tmem127,integral membrane
5230,ENSMUSG00000034853,Acot11 Bfit Thea,cytoplasm
5231,ENSMUSG00000034863,Ano8 Kiaa1623 Tmem16h,integral membrane
5232,ENSMUSG00000034871,Fam151a,integral membrane
5233,ENSMUSG00000034881,Tbxa2r,integral membrane
5234,ENSMUSG00000034889,Cactin,nucleus
5235,ENSMUSG00000034891,Sncb,cytoplasm
5236,ENSMUSG00000034906,Ncaph Brrn Brrn1 Caph,nucleus
5237,ENSMUSG00000034908,Sidt2,integral membrane
5238,ENSMUSG00000034910,Pygo1,nucleus
5239,ENSMUSG00000034926,Dhcr24 Kiaa0018,integral membrane
5240,ENSMUSG00000034931,Dhx8,nucleus
5241,ENSMUSG00000034936,Arl4d Arf4l Arl5,nucleus
5242,ENSMUSG00000034947,Tmem106a,integral membrane
5243,ENSMUSG00000034957,Cebpa Cebp,nucleus
5244,ENSMUSG00000034958,Atcay,cytoplasm
5245,ENSMUSG00000034968,Lbx2 Lbx2h,nucleus
5246,ENSMUSG00000034974,Dapk3 Zipk,nucleus
5247,ENSMUSG00000034981,Parm1,integral membrane
5248,ENSMUSG00000034994,Eef2,cytoplasm
5249,ENSMUSG00000034997,Htr2a Htr2,cytoplasm
5250,ENSMUSG00000035000,Dpp4 Cd26,integral membrane
5251,ENSMUSG00000035004,Igsf6,integral membrane
5252,ENSMUSG00000035011,Zbtb7a Lrf Zbtb7,nucleus
5253,ENSMUSG00000035027,Map2k2 Mek2 Mkk2 Prkmk2,nucleus
5254,ENSMUSG00000035032,Nek11,nucleus
5255,ENSMUSG00000035033,Tbr1,nucleus
5256,ENSMUSG00000035041,Creb3l3 Crebh,integral membrane
5257,ENSMUSG00000035042,Ccl5 Scya5,cytoplasm
5258,ENSMUSG00000035049,Rrp12 Kiaa0690,integral membrane
5259,ENSMUSG00000035057,Mgat4d,integral membrane
5260,ENSMUSG00000035062,Zc4h2 Hca127 Kiaa1166,nucleus
5261,ENSMUSG00000035067,Xkr6,integral membrane
5262,ENSMUSG00000035069,Oma1,integral membrane
5263,ENSMUSG00000035078,Mtmr9 Mtmr3,cytoplasm
5264,ENSMUSG00000035086,Becn1,nucleus
5265,ENSMUSG00000035104,Eva1a Fam176a Tmem166,integral membrane
5266,ENSMUSG00000035112,Wnk4 Prkwnk4,cytoplasm
5267,ENSMUSG00000035121,Neil2 Gm1212,cytoplasm
5268,ENSMUSG00000035125,Gcfc2 Gcf Tcf9,nucleus
5269,ENSMUSG00000035148,Gpr33,integral membrane
5270,ENSMUSG00000035150,Eif2s3x,cytoplasm
5271,ENSMUSG00000035158,Mitf Bw Mi Vit,nucleus
5272,ENSMUSG00000035161,Ints6 Dbi1 Ddx26,nucleus
5273,ENSMUSG00000035164,Zc3h12c Kiaa1726,nucleus
5274,ENSMUSG00000035165,Kcne3,cytoplasm
5275,ENSMUSG00000035183,Slc24a5 Nckx5,integral membrane
5276,ENSMUSG00000035186,Ubd Fat10,nucleus
5277,ENSMUSG00000035187,Nkx6-1 Nkx6.1 Nkx6a,nucleus
5278,ENSMUSG00000035189,Ano4 Tmem16d,integral membrane
5279,ENSMUSG00000035191,Rfpl4a Rfpl4,nucleus
5280,ENSMUSG00000035198,Tubg1 Tubg,nucleus
5281,ENSMUSG00000035199,Arl6ip5 Aip5 Jwa Pra2 Praf3,integral membrane
5282,ENSMUSG00000035203,Epn1,nucleus
5283,ENSMUSG00000035208,Slfn8,cytoplasm
5284,ENSMUSG00000035211,Xrra1,nucleus
5285,ENSMUSG00000035212,Leprot Lepr Obr,integral membrane
5286,ENSMUSG00000035215,Lsm7,nucleus
5287,ENSMUSG00000035227,Spcs2 Spc25,integral membrane
5288,ENSMUSG00000035234,Abraxas1 Abra1 Ccdc98 Fam175a,nucleus
5289,ENSMUSG00000035235,Trim13 Rfp2,integral membrane
5290,ENSMUSG00000035236,Scai,integral membrane
5291,ENSMUSG00000035239,Neu3,cytoplasm
5292,ENSMUSG00000035242,Oaz1 Oaz,nucleus
5293,ENSMUSG00000035266,Helq Hel308,nucleus
5294,ENSMUSG00000035268,Pkig,nucleus
5295,ENSMUSG00000035270,Impg2,integral membrane
5296,ENSMUSG00000035273,Hpse Hpa,nucleus
